,Unnamed: 0,Maximum Phosphorus,Utility1,Utility2,Reliability,n_reliability,C1,R1,W1,C2,R2,W2
2308,2308,2.4496122108858427,1.666519852956043,0.905746246359182,0.03,0.052042826646314815,"[0.4728167253139546, -0.06924604671867174, 0.4006329195313094]","[0.0, 0.28429724859757044, 1.6042324766754268]","[0.4434044585121474, 0.07597915892857422, 0.5526592609476249]","[1.999895274737529, 1.8556356938730862, 0.5498155482447049]","[1.977419820852875, 0.7852348621079439, 1.5653459800111225]","[0.45654682003060015, 0.006779920504074499, 0.008998433114434944]"
2309,2309,2.5976515101543995,1.5859489873659325,1.3109545448377171,0.0995,0.17260870837694414,"[0.32879838426477326, 0.2218720251550912, -0.27510299981398534]","[1.1158019802947574, 0.23909362764925324, 1.1833729831611728]","[0.3658962338586814, 0.27618856865825947, 0.9199363419345012]","[-0.8706252498912534, 1.0307834055622647, -0.14158897285745065]","[0.11693939060971151, 0.0, 1.339775451644404]","[0.0, 0.43957790346769365, 0.03823558307150765]"
2310,2310,2.316722928141589,0.41056424735075,1.720024876340044,0.0295,0.05117544620220957,"[0.9884391410446622, -0.07283979834401545, 2.0]","[0.2102397045668162, 0.0, 1.3594806964529418]","[0.0, 0.28777095955064214, 1.0]","[0.37894290825367355, 0.12840617779413188, -0.2891176159853814]","[1.9526022475618086, 1.1120242105814826, 0.5811088002211802]","[0.5989023435401514, 0.2368472299979416, 0.8007968662742663]"
2311,2311,2.5976452725078207,0.5012320725901895,0.676582063924754,0.5531,0.9594962472692242,"[0.34301795438343385, -1.9591947775319074, 0.11743931025766244]","[1.8503992340394035, 1.723712552145128, 1.4682655189300506]","[0.04666646170746991, 0.0, 0.29982288426042314]","[-0.8058280383708647, 0.4038313317849358, 0.2981549392336391]","[1.6449529757554653, 0.5218290953171515, 0.6000916297342977]","[0.06910650162108914, 0.9349199646309118, 0.8968239567896186]"
2312,2312,2.5976515101544218,1.6217438621053022,1.6835028822627036,0.05,0.0867380444105247,"[-1.7682678844703608, -0.08426888624646267, -0.2881422838247541]","[1.5679629251700593, 1.234411754560027, 1.9819944189838943]","[0.013913578586908115, 0.7607064324908294, 0.3399482281999202]","[1.7485006138307333, 0.17057014315328045, 1.1787285605666364]","[1.983541874006439, 0.3601313695580631, 1.9021675047607411]","[0.10758537534085799, 0.9565826994076865, 0.01719735779570708]"
2313,2313,2.327070434299681,1.4520778369467249,0.2841616898952968,0.11,0.19082369770315433,"[-0.31287910574966205, -1.6196332149910933, 0.124989102873066]","[1.5960531702065073, 0.5905640625344684, 0.6005332873863138]","[0.8362001431993944, 0.0, 0.49974394856073534]","[1.4060259233600632, -0.6461793216885434, 0.4919044032037152]","[2.0, 0.0, 0.4048042952996034]","[0.12706873430855403, 0.8141519075876221, 0.0]"
2314,2314,2.3496043067936037,1.679407856289034,0.5311094291988695,0.03,0.052042826646314815,"[1.8425422930207318, -0.764811585513526, -0.26829095131353153]","[0.0, 1.2972017946737724, 0.8704331411911252]","[0.43998627940835167, 0.006541620547672461, 0.34662743204034263]","[1.9910015541267527, -0.15292864839253761, -1.7477394249046863]","[1.1805584992423126, 0.0, 1.9940625179022555]","[0.34469694546749363, 0.13461991590090938, 0.0]"
2315,2315,2.59765151015398,1.3123372559333524,1.2338701114082764,0.1771,0.3072261533020785,"[-0.7066245206023467, 0.9953300812481642, 0.30077949921725156]","[0.0, 1.9932088917720716, 0.19494602339720146]","[0.03673302899123276, 0.5765570200409447, 0.7213628970686995]","[0.23471466264996257, -0.8891015554919692, -0.05632750108840515]","[0.23722646504452205, 0.0, 0.46929810782665626]","[0.13794800440881771, 0.9850698714298033, 0.0]"
2316,2316,2.436189043379685,1.587261795673485,0.574613659172239,0.09,0.15612847993894444,"[0.32055282028463755, -0.08948977692354904, 0.06336578352089059]","[0.4998090451095787, 0.7912460885383668, 0.5679275930164571]","[0.41096319175149865, 0.9432462345520427, 0.17648180463920285]","[1.1293264205253668, -0.9083234161665215, -0.27286275491573175]","[1.6156810270570159, 0.0, 0.5111876399513825]","[0.09280533756230824, 0.9445897613117276, 0.0]"
2317,2317,2.5976515101544213,1.6708471470683042,1.616325242103826,0.0505,0.08760542485462995,"[0.2075952250009882, 0.9045724607288921, 0.9441903417115944]","[0.06107644206189211, 1.9801037852525272, 0.0]","[0.447795394613997, 0.46446626644923056, 0.043262594008496746]","[0.16589277875726705, 0.64574737116209, 0.3789634263148237]","[0.31604209673419215, 0.0, 1.2878952414438862]","[1.0, 0.4687674050167342, 0.0]"
2318,2318,2.3243271919569715,1.4822488903804032,0.2684767438326102,0.101,0.1752108497092599,"[-0.3455165690346118, -0.32737761257698006, 0.124989102873066]","[1.5857162192604397, 1.6906244861655593, 0.36749584774774946]","[0.0, 0.4938195348915041, 0.33872203957768854]","[1.4060259233600632, 1.4090648145528444, -2.0]","[2.0, 0.0, 0.7201186839421863]","[0.11315085639562728, 0.7741637277804574, 0.0]"
2319,2319,2.319356595482,1.3625677444640525,0.5294824864945167,0.05,0.0867380444105247,"[0.8795299422119034, 0.7710878819326311, 0.7908916309496541]","[0.0, 2.0, 2.0]","[0.6034475572939146, 0.4333307862402562, 0.5016057466633039]","[2.0, 0.29630262315977607, -1.3139458567040112]","[0.8598476237127186, 0.0, 1.320622962661602]","[0.2680786000757006, 1.0, 0.0]"
2320,2320,2.5976515101544195,1.5913384850594623,1.6019576477167794,0.0617,0.10703474680258747,"[-0.23596791886195007, -0.16835010004358728, 0.7903663071623902]","[1.1256114419331071, 0.366222006100168, 1.9430874707208814]","[0.5060688229809673, 0.0, 0.8719991779333679]","[0.17999941356383137, 0.4966471537499953, -0.3139384412873145]","[0.19493849246324513, 1.5865180536138221, 1.423449921948335]","[0.8813501244877836, 0.15691938831917795, 0.019430162606479284]"
2321,2321,2.597651510153713,1.2149704830451005,1.2697422472019857,0.1895,0.3287371883158886,"[-0.09999883901156725, -0.2072611439639857, -0.7798697691521908]","[1.7848261575858655, 1.5627415011425623, 1.0103777434780297]","[0.029965883198885157, 0.8103864236020751, 0.0]","[-0.06343081985700971, 0.22500873820749576, -0.35416766935587607]","[1.93701129337952, 0.2268508360378192, 1.524565941223664]","[0.8856237014488847, 0.8674211001487823, 0.6187753168580755]"
2322,2322,2.3360652428470203,1.4715211493398437,0.5593633976100265,0.0407,0.0706047681501671,"[0.35027122711851755, 1.2437220900818415, -2.0]","[1.8160158451425445, 1.6570607582611216, 1.2365707346578418]","[0.3492616262859596, 0.028046108714963935, 0.0]","[1.9647179217705757, -1.8262086854170145, 0.09510994649869708]","[1.2200600274152136, 0.0, 0.929313631255605]","[0.5118858208727778, 0.39213017740062717, 0.0]"
2323,2323,2.3951417567793194,1.6358656632941058,0.4470758246138258,0.0764,0.13253573185928172,"[-0.02577611312703207, -0.142258867091956, -0.6956860010370138]","[1.7000041458626465, 0.6632681044107205, 0.7823172576308244]","[0.8940842193433812, 0.4545669218019688, 0.03921514830475037]","[-0.18003930690157066, -1.7697520783415626, -1.6182661296757712]","[1.91594388471998, 0.0, 0.0]","[0.00771236739216824, 0.0, 0.5376832780960935]"
2324,2324,2.403640032366692,1.5404848446053916,0.4547343730134945,0.1,0.1734760888210494,"[1.1435675771006035, -0.22399636298226297, 0.04838356598165386]","[1.9807346752361943, 1.4838711693787516, 1.7143230702877443]","[0.9550258472550252, 0.5892106909424429, 0.5813124756762933]","[-1.4265890392032348, 0.2807439056584635, -0.1013532886458714]","[0.5302018781881623, 0.0, 1.8814442125361592]","[0.0, 0.9991694194456002, 0.01591875171678714]"
2325,2325,2.5976515101544218,1.6434895884854923,1.6707382226276786,0.05,0.0867380444105247,"[0.20993091482049772, 1.2495966579928877, 0.5858593044376352]","[0.5190590189966233, 1.9801037852525272, 1.436123205831762]","[1.0, 0.404317582024849, 0.07392039992497365]","[0.17087452541008785, -2.0, 1.1377453814057552]","[0.20817754903303065, 0.0, 1.6611160347464566]","[0.762227226465204, 0.3745590386657982, 0.0]"
2326,2326,2.5976515101540585,1.2422322362907237,1.3234453645010626,0.1735,0.30098101410452066,"[0.33759887124149923, 0.2211274933745771, 0.05935483148441367]","[1.9388309636627652, 0.3215638440969666, 1.4848691886897423]","[0.9879548749947722, 0.614448070713815, 0.6928604565180017]","[0.20469616597432028, 0.3281691928197037, -0.5553838238600363]","[0.3159520457647058, 1.1317903162301126, 1.9021675047607411]","[0.06830670701923797, 0.5458740365713112, 0.38789122838107115]"
2327,2327,2.3967094648636165,0.4642985229892186,1.6428678584205791,0.072,0.12490278395115555,"[-0.040675422519998054, -1.9141715147983338, -1.422164162143401]","[0.8937118028518474, 0.0, 1.4055182847791028]","[0.0, 0.516882405709177, 0.0008990166015959838]","[-1.1306027681753485, -0.0919099881233687, -2.0]","[1.9659472609460336, 1.1567582051898408, 0.24429016124235858]","[0.17927981529759118, 0.7797770290927982, 0.0]"
2328,2328,2.597651510153732,1.3358364240327023,1.1430159968353044,0.186,0.32266552520715186,"[-0.01385558104004836, 0.2945754376837426, 0.8895643503485631]","[1.7271156485330006, 0.16737144823157224, 1.812968181791395]","[0.45372503733545677, 0.4192644442605763, 1.0]","[0.17119704526473534, -0.6184810914403953, -0.6700861695045768]","[0.90955589577201, 0.0, 0.0]","[0.9148834564652545, 0.28797874988360217, 0.3051637618075259]"
2329,2329,2.430468081961543,1.0832415603667662,0.4183066435317966,0.254,0.44062926560546545,"[0.32055282028463755, 0.658080684899914, 0.0656290236148832]","[0.5066749053741886, 1.094621958979594, 1.9814140562094673]","[0.12591383390858124, 0.6245499579475705, 0.17648180463920285]","[1.1293264205253668, 0.9980236347889533, -1.6715542660908533]","[0.8989508933867825, 0.0, 1.3890459051790884]","[0.0022891802773893563, 0.6476776438653424, 0.00088070307686966]"
2330,2330,2.449518378758438,1.5552841242684596,0.8631465746838031,0.05,0.0867380444105247,"[0.12018754272308893, 0.302793827411195, 0.06043720655479842]","[1.0723681862591328, 0.7344691321450727, 0.9978008355917998]","[0.7074922530600389, 0.6614629805065964, 0.6086568158375236]","[1.6797617505059987, 0.17057014315328045, 1.964574168974314]","[1.769390826423377, 0.0, 1.5745714886405602]","[0.960604643246983, 0.4330017262905339, 0.31798381982904766]"
2331,2331,2.3401264485820152,0.3940813519579783,1.6111578690172093,0.05,0.0867380444105247,"[1.540527898186093, 0.6632091794412789, -1.1444855845323318]","[1.6491660909060555, 0.0, 0.0]","[0.1991506982511877, 0.4177815219784976, 0.7023413904040092]","[-0.18577553000972502, 0.23888220371465207, -0.4071805368398924]","[1.4284041614989158, 0.0, 1.7221020357913834]","[0.6102523661782299, 0.05268995249506281, 0.3445165754876527]"
2332,2332,2.5976515101543627,1.3575441224536453,1.4421609738240826,0.13,0.22551891546736422,"[0.08697737759181692, -0.15915435287155605, 0.22219085734840255]","[1.9686317074796076, 1.3324753991966558, 0.5014904332762731]","[0.0, 0.028594582767114463, 0.21329707300310197]","[0.30559287235057087, 0.4374381699854689, -0.35830570555148356]","[1.8626750239625496, 0.6395115644937195, 1.4553861323632844]","[0.9773854848014187, 0.276115689921844, 0.9673909093999289]"
2333,2333,2.3589814984329394,0.610338107986632,1.523760445020791,0.05,0.0867380444105247,"[0.9850656503267765, -0.07283979834401545, 1.9379758438713304]","[0.2102397045668162, 0.0, 1.3594806964529418]","[0.0, 0.28777095955064214, 1.0]","[0.24092743299533836, 1.9571868926401177, -0.2891176159853814]","[1.4228184446343426, 1.125180398683231, 2.0]","[0.7510273471900146, 0.0, 0.5532190740424782]"
2334,2334,2.597651510151908,1.250124194760623,1.0791315599985165,0.2198,0.3813004432286666,"[0.20993091482049772, 1.2495966579928877, 0.5858593044376352]","[0.5190590189966233, 1.9801037852525272, 1.436123205831762]","[1.0, 0.23414297846975962, 0.07392039992497365]","[0.17087452541008785, -2.0, 1.1377453814057552]","[0.7574719991514962, 0.0, 1.6611160347464566]","[0.762227226465204, 0.3745590386657982, 0.0]"
2335,2335,2.5976515101544195,1.5642277375600295,1.6202781566993778,0.0679,0.11779026430949253,"[-0.09999883901156725, -0.32317647889727175, -0.7798697691521908]","[1.7848261575858655, 1.5627415011425623, 1.5379364102589468]","[0.41900932574728633, 0.8103864236020751, 0.0]","[0.30559287235057087, 0.22500873820749576, 0.8755496192900547]","[0.25027375239360805, 0.25359178367391344, 1.4673765650960293]","[0.3647274681245426, 0.8674211001487823, 0.2586751295733568]"
2336,2336,2.5948977449235704,0.3387834747839106,0.4607477155314134,0.7569,1.3130405162865229,"[0.32055282028463755, -0.08948977692354904, 0.07388476205319092]","[0.5974367310241394, 1.6783164879448464, 1.5981249758428882]","[0.9025972333426903, 0.6729874974751364, 0.9479593444993812]","[1.1293264205253668, 0.2160429344378964, -0.6337016757791898]","[1.9302527408888075, 0.9782891540377356, 0.516706224203433]","[0.09280533756230824, 0.39399769779219485, 0.0]"
2337,2337,2.3167042271823677,1.3173417452616996,0.269712603086613,0.1526,0.2647245115409214,"[0.1162588470852084, -0.08426888624646267, -1.3070849432356537]","[0.35940364851339734, 1.9106143834950653, 0.0]","[0.9588724987193789, 0.6608817283212304, 0.9046916127328275]","[1.4367299684148545, 0.17057014315328045, 1.9482741771584347]","[1.7718135051344963, 0.0, 1.430481021330046]","[0.04422732639101323, 0.7827962556020168, 0.0040400925689857425]"
2338,2338,2.3753594221085463,0.390573436472969,1.680255775259771,0.06,0.10408565329262963,"[-0.040675422519998054, -1.9141715147983338, -1.4193129092362813]","[0.9233410487332334, 0.0, 1.7796643539215284]","[0.0, 0.3088812732088686, 0.0008990166015959838]","[0.5304484351320534, -0.0919099881233687, -2.0]","[1.9295444986796895, 0.37564603080577186, 0.24429016124235858]","[0.0, 0.7797770290927982, 0.0]"
2339,2339,2.5976515101544195,1.68947524035812,1.4722644576500945,0.0625,0.10842255551315587,"[0.32055282028463755, 0.3416533816873035, 0.05584414727218982]","[0.39471243397190414, 0.05374649259384623, 1.1954167657017347]","[0.7189313400966983, 0.5172620423727248, 0.7821060186855725]","[-0.4019574556668306, -0.09990149860860154, 0.31165573635419497]","[1.7666477779915346, 0.0, 0.933382165841945]","[0.26095072499622707, 0.9971861694946798, 0.4922761643603003]"
2340,2340,2.59765151015311,1.210998367623482,1.1988707355833084,0.2045,0.354758601639046,"[-1.4945867785480145, 1.8927710275468315, -0.23221171176102812]","[0.4829313446979344, 0.13953029317437582, 1.5872429598219557]","[0.0, 0.0, 0.0452497783630369]","[0.41465489698416247, 1.0035727296262644, 0.16545966741477725]","[0.5812472526486987, 0.0, 0.4749268924236951]","[0.18768532689517126, 0.08648125257445571, 0.5836335719374381]"
2341,2341,2.468255603504093,1.6332761674192116,0.7960429429611172,0.0499,0.08656456832170364,"[-0.4154523984683891, -0.32737761257698006, 0.5266814794597421]","[1.2230332482418125, 1.680094737471507, 0.892028855068004]","[0.0, 0.9603154439686881, 0.9259545099097631]","[1.390788306815551, 0.48430150236072, -1.7787337618609467]","[1.8826415386158855, 0.0, 0.7201186839421863]","[0.34360713718187386, 0.7741637277804574, 0.0]"
2342,2342,2.3934254482427493,0.4367601822001112,1.6691936755436831,0.07,0.12143326217473459,"[1.890968009810794, -2.0, 0.4937683522021472]","[0.0, 0.7158758502913249, 1.997122014379162]","[0.4374460087758035, 0.0, 0.017881811875747555]","[-1.0729418841760556, 0.4026728716189687, 1.1611869487172015]","[1.9922547808502737, 0.5937192637472182, 0.0]","[0.3047553514625888, 0.7793387983838727, 0.5462071245115354]"
2343,2343,2.597651510153499,1.26384471875971,1.1805014962049072,0.1954,0.33897227755633047,"[-0.992041516660445, 1.1342044560367017, -0.21031566686696457]","[0.5676043392857256, 0.0, 1.3126817642135835]","[0.0, 0.261100458902362, 0.9961041244639336]","[0.13003078044739969, 0.2780254372862484, -0.3256391025615435]","[1.6137517109329722, 0.26792469639695815, 0.0]","[0.7482575122352452, 0.16350274712208124, 0.3988079247615105]"
2344,2344,2.597651510154414,1.5532600751302357,1.5141430317880704,0.0824,0.1429442971885447,"[0.2075952250009882, 1.0692011981614995, -1.647518808481799]","[0.5211155944891003, 1.9997264795234522, 0.0]","[0.35580365251420587, 0.46446626644923056, 0.043262594008496746]","[0.18190064512188497, -2.0, 0.3789634263148237]","[0.33417320138766504, 0.0, 1.1183751761419287]","[1.0, 0.9674662643413081, 0.3880791803005663]"
2345,2345,2.349774738530562,1.502345527393197,0.3813599699751446,0.09,0.15612847993894444,"[-0.3455165690346118, -1.6196332149910933, 0.124989102873066]","[1.5960531702065073, 0.5905640625344684, 0.6598373463345892]","[0.6944866758046325, 0.0, 0.9374617743531091]","[1.4060259233600632, -0.6461793216885434, 0.4919044032037152]","[1.9936666242914018, 0.0, 0.6495359513874417]","[0.12706873430855403, 0.540649951874257, 0.0]"
2346,2346,2.4286966502217764,1.6544312537120525,0.6938264879287906,0.04,0.06939043552841975,"[-0.3455165690346118, 0.005938913470735611, 0.124989102873066]","[1.2230332482418125, 0.0, 1.0074740444486978]","[0.8085631497838545, 0.4542615282336546, 0.34656212175598977]","[1.4492269129168303, 1.3574446181111135, 1.4612123992586685]","[1.9750813827774918, 0.0, 1.9219107336990369]","[0.34634252220523576, 0.5930802805449102, 0.0]"
2347,2347,2.387245784823707,1.734760888210494,0.4272416318055596,0.05,0.0867380444105247,"[-1.1241595527449513, 0.6148430344410962, 0.1040240056666226]","[1.2230332482418125, 0.23696682592004525, 1.6038735645000963]","[0.630257738747676, 0.0007989455577286086, 0.9587684438382242]","[1.163685830281095, 1.5206464336281074, 0.6345038243180592]","[1.2560052833917235, 0.0, 1.3482702551697296]","[0.010871211789069773, 0.339520740570714, 0.0005145297302206822]"
2348,2348,2.5976515101543893,1.4105553361298973,1.4724531681805286,0.1147,0.19897707387774363,"[-0.09999883901156725, -0.2072611439639857, -0.7798697691521908]","[0.2375000796364548, 1.5627415011425623, 1.0103777434780297]","[0.0, 0.8103864236020751, 0.0]","[0.30559287235057087, 0.22500873820749576, 0.8755496192900547]","[0.812485617960027, 0.25359178367391344, 1.4398959180991286]","[0.5240258736827665, 0.3993092996240214, 0.2586751295733568]"
2349,2349,2.4577196935714367,0.8709034148375039,1.6950815098482694,0.03,0.052042826646314815,"[1.540527898186093, 2.0, -1.1321359439900285]","[1.420872368334686, 1.3342316328286916, 0.0]","[0.3072877444073874, 0.841748701288647, 1.0]","[-0.7212326129094837, 1.2742555648058436, -0.37059321053740074]","[1.7522826516042929, 0.0, 2.0]","[0.6647165469281978, 0.49291228116454944, 0.18175546248835617]"
2350,2350,2.316704227186194,1.4814257550893728,0.2459885890528949,0.1007,0.17469042144279673,"[0.1162588470852084, -0.04302900933979431, 0.037321661731931854]","[1.0763209848551993, 0.7414763979704126, 0.30740956483895543]","[0.580448093135004, 0.6523964624106112, 0.08230360391927155]","[1.4693232776629848, 1.4022815057644322, 1.9445105981153703]","[1.769390826423377, 0.0, 1.685605740202655]","[0.04422732639101323, 0.7513245330580557, 0.004762236010098925]"
2351,2351,2.4206555795281304,0.6995545580236322,1.6430844982355777,0.04,0.06939043552841975,"[1.540527898186093, 1.14693710491726, -1.1321359439900285]","[1.6491660909060555, 0.0, 0.0]","[0.4470630154559946, 0.269791660740193, 0.8853549355400564]","[-0.18577553000972502, -1.2043670648087899, -0.5745594700036947]","[1.4284041614989158, 0.0, 1.7221020357913834]","[0.907745874736356, 0.6434145500923515, 0.8070722662917041]"
2352,2352,2.42721178146587,1.734760888210494,0.8333764629536902,0.02,0.034695217764209876,"[0.31786960753195437, 1.913210858799103, -0.3318095871292436]","[0.0, 0.28418841073166246, 1.4522627371509442]","[0.028024651575686177, 0.3309008655175458, 0.565807629367043]","[2.0, -1.4245152406304324, -1.722770043427536]","[1.260104034738935, 0.0, 2.0]","[0.46667503443916314, 0.6320365892729998, 0.003453109999250664]"
2353,2353,0.1723249307895611,0.1924991948502365,0.2627640161710383,1.0,1.734760888210494,"[0.2154950861903635, 0.6652309126197395, -0.21031566686696457]","[1.145470235421805, 0.0, 1.2375364568418021]","[0.0, 0.4504908971551097, 0.27596408304407427]","[0.03484841301803038, 0.2373704848175316, -0.3256391025615435]","[1.5894792671609297, 0.19213010288972066, 1.4102408007808234]","[0.8072568572923471, 0.23158836278181633, 0.09923583643701758]"
2354,2354,2.5976515101544195,1.612906006477026,1.572216644244973,0.0687,0.11917807302006092,"[0.1162588470852084, 0.6163425359591037, 0.05935483148441367]","[0.35940364851339734, 1.0187924442198575, 0.0]","[0.9588724987193789, 0.8571177829226035, 0.770726118083754]","[1.4367299684148545, 0.17057014315328045, 1.9482741771584347]","[1.7718135051344963, 0.6059690323203333, 1.430481021330046]","[0.04422732639101323, 0.7513245330580557, 0.0040400925689857425]"
2355,2355,2.321232397192261,1.170620926656394,0.1818068598620198,0.2347,0.4071483804630029,"[0.32055282028463755, -0.08948977692354904, 0.06336578352089059]","[0.8677029504998676, 0.8062803903804341, 1.5981249758428882]","[0.41096319175149865, 0.9432462345520427, 0.21042273457836058]","[1.1293264205253668, -0.6862871607201515, -0.27286275491573175]","[1.9302527408888075, 0.0, 0.5109109728302303]","[0.030090215085471272, 0.5916539749185873, 0.0]"
2356,2356,2.464955967515301,1.547816054323215,0.8203604827269576,0.06,0.10408565329262963,"[-0.31287910574966205, -1.6196332149910933, 0.124989102873066]","[1.4197008857612834, 0.5905640625344684, 0.7484213081578746]","[0.0, 0.0, 0.45391030053925263]","[1.4060259233600632, -0.6461793216885434, 0.4919044032037152]","[1.9865816694377145, 0.0, 0.4048042952996034]","[0.4838778521388526, 0.8117105963073952, 0.0]"
2357,2357,2.5976515101543307,1.483480799587361,1.2401784551541466,0.1306,0.22655977200029048,"[0.32879838426477326, 0.22182461729753244, -0.27510299981398534]","[0.9917513637731912, 0.23909362764925324, 1.272001993560468]","[0.06114134808636962, 0.8562643353459469, 0.9199363419345012]","[0.9944908451990382, -0.6560264938305149, -0.5987031845744775]","[0.11693939060971151, 0.0, 1.8672315851081716]","[0.0, 0.35303332667865034, 0.039203575466845976]"
2358,2358,2.5976515101544,1.5100809918557676,1.4168956355421625,0.1076,0.18666027157144915,"[-1.5877312649369557, -0.15915435287155605, 0.22219085734840255]","[1.9686317074796076, 1.3324753991966558, 0.26443060618418757]","[0.03218303599311745, 0.9575284168974867, 0.9362996906749539]","[0.30559287235057087, 0.4374381699854689, -0.3538378966208256]","[1.8399784222948035, 1.6605489998837288, 1.4553861323632844]","[0.9773854848014187, 1.0, 0.9673909093999289]"
2359,2359,2.5976515101544218,1.7032541320449888,1.6038492839343823,0.05,0.0867380444105247,"[-0.2016627685513954, -1.1593355051860907, -0.3799240310696515]","[1.6376471023811252, 1.8359529532043295, 1.560682160985451]","[0.21394529604277837, 0.12859351791419493, 0.34903565202272374]","[0.24272191376317487, -0.03377553583738102, 1.865275888239847]","[1.772670708874709, 0.5635355520183173, 0.0]","[1.0, 0.4333833060115594, 0.004416177563927634]"
2360,2360,2.3167042271846308,1.3806769010995563,0.2595928891025846,0.1354,0.23488662426370086,"[0.32879838426477326, 0.2218720251550912, 0.7673171830001984]","[0.2867037537010908, 0.23909362764925324, 1.983736371241686]","[0.35026402989662714, 0.032671813746741996, 0.9199363419345012]","[-0.9229878637302235, 1.0307834055622647, 1.8780334005326904]","[0.6094215974819654, 0.0, 1.8400650031705577]","[0.0, 0.8773196600162477, 0.03823558307150765]"
2361,2361,2.3270688549648777,1.1806042989881398,0.3149647997125804,0.1955,0.3391457536451516,"[-0.31287910574966205, -1.6196332149910933, 0.124989102873066]","[1.5960531702065073, 0.5905640625344684, 0.9156338005417715]","[0.21359260733081653, 0.0, 0.7951821266245708]","[1.4060259233600632, 1.8473094479011012, 0.4919044032037152]","[2.0, 0.0, 0.4048042952996034]","[0.12706873430855403, 0.8141519075876221, 0.0]"
2362,2362,2.5976515101516124,1.1239125045003424,1.1818904551285994,0.2234,0.38754558242622433,"[0.1162588470852084, -0.08426888624646267, 0.05935483148441367]","[1.699776186164359, 1.0187924442198575, 0.8485028104063883]","[0.35227544966938684, 0.6614629805065964, 0.6928604565180017]","[1.4693232776629848, 0.17057014315328045, 1.8883482594554657]","[1.769390826423377, 0.7159682198677915, 1.5745714886405602]","[0.04422732639101323, 0.9542409949004971, 0.0040400925689857425]"
2363,2363,2.3351782307604956,0.4430823858963977,1.7214596509234157,0.0221,0.038338215629451916,"[1.540527898186093, 1.8745868120907674, -1.1321359439900285]","[0.0, 1.5293031291904025, 0.0]","[0.2314953305516253, 0.841748701288647, 0.3926299359461186]","[-0.6926724738149312, 1.8376352076863958, -0.37059321053740074]","[1.7522826516042929, 0.0, 0.8579598944978779]","[0.1870189593910493, 0.02375331633142419, 0.18175546248835617]"
2364,2364,2.3688703716708948,0.3639765194522086,1.7047316351511628,0.06,0.10408565329262963,"[-1.0915528775162313, -0.6408949544114928, -0.8797097790411597]","[0.0, 1.7847121104561654, 0.0]","[1.0, 0.007293281115958367, 0.33238717157249964]","[-0.3255233263753903, 1.91925992459864, -1.6504148981947426]","[1.1464639780790236, 0.0, 1.9208852670141052]","[0.963788651147176, 0.18483439521021938, 0.06266200367114672]"
2365,2365,2.4514783988461004,1.5714615568193753,0.84615820616106,0.05,0.0867380444105247,"[-0.3455165690346118, 1.8718866436677195, 0.011538258163771124]","[1.6294632121234558, 0.0, 1.149214583535451]","[0.0, 0.0, 0.34656212175598977]","[1.5288841036932928, -1.1837091787684288, 1.6960064974845444]","[2.0, 0.0, 1.5361238184282076]","[0.1287070420231755, 0.2742879322800431, 0.12626647763170107]"
2366,2366,2.5976515101544173,1.553936371423333,1.5619339678152144,0.08,0.1387808710568395,"[0.07792942670445503, 0.7607195701646039, 0.22219085734840255]","[0.14123501234416824, 1.7204249986508078, 0.24019159140727342]","[0.0, 0.41385338754555256, 0.5994970784232602]","[0.30559287235057087, 0.4374381699854689, -0.3538378966208256]","[0.8780646548386419, 1.189344486887949, 1.3818790365811449]","[0.45168347681363374, 0.28167494397326803, 0.7472860491670578]"
2367,2367,2.336904334024016,1.0882535469586418,0.2114762284442131,0.2659,0.46127292017517035,"[-0.003640466876298376, 0.6520610816882028, 0.03475361724827464]","[0.5066749053741886, 2.0, 1.6325030003285337]","[0.9702749562934947, 0.6245499579475705, 0.7204073502152649]","[1.1293264205253668, -1.0323279179295515, 0.14673120102376802]","[0.8792496283368942, 0.0, 1.3905553845280443]","[0.0022891802773893563, 0.5749558314019337, 0.00088070307686966]"
2368,2368,2.3388803318781304,0.565237693772941,1.5184905257180104,0.05,0.0867380444105247,"[1.540527898186093, 2.0, 0.6661730040282903]","[0.0, 0.8630120891162867, 0.0]","[0.46645519827544835, 0.5649258677769053, 1.0]","[0.29784689092484934, 0.279707870696738, 1.7221500793056261]","[1.2340897023082003, 0.9323978490325615, 1.949805217668958]","[0.1520313140715387, 0.8904310223579361, 0.0]"
2369,2369,2.3645112286741106,1.4720532840639524,1.3303138403785977,0.1682,0.29178678139700504,"[0.9680209580342813, 0.94956305588156, 0.28509046614779976]","[1.4800349380737763, 0.9086185840863799, 0.14604232215605206]","[0.02640660004966367, 0.0052803199902366205, 0.5308063137031273]","[0.45160101509841377, 0.826165977287876, -0.5747688928246042]","[0.7288030926317735, 0.0, 1.9515685635504385]","[1.0, 0.28616634473298863, 0.03279485862165754]"
2370,2370,2.316704227186624,0.3465888193861366,1.4562670748041335,0.0716,0.12420887959587136,"[1.6402931572535686, -0.2370292709431261, -1.2614050029257062]","[1.7493124972946914, 0.0, 0.0]","[0.20824836402254743, 0.841748701288647, 0.5961070238964721]","[-0.3255233263753903, 0.5696507747779419, -0.0064869337328179455]","[1.7522826516042929, 0.0, 2.0]","[0.4332151779329198, 0.5577006558149746, 0.335080704223218]"
